player_hand,dealer_upcard,result
5C-5D,JH,0
2H-2C,8C,0
QH-QC,6C,0
5C-5S,9S,0
4D-4C,5H,1
7D-7C,4H,1
7D-7H,8C,0
QD-QC,JH,0
7S-7H,10D,0
2H-2S,9C,0
QC-QD,JC,0
5S-5C,2C,0
2H-2C,JH,0
4S-4H,3H,0
KH-KC,AH,0
3H-3C,KH,0
9S-9H,9D,1
AC-AH,7D,1
7H-7S,4D,1
8H-8C,10H,1
8H-8S,3S,1
10C-10D,2D,0
8S-8C,3C,1
6C-6H,9S,0
QS-QH,2H,0
3C-3S,10S,0
AS-AH,10S,1
7D-7S,5S,1
9D-9S,QH,0
8S-8H,JS,1
JH-JS,AC,0
4C-4S,3S,0
7C-7D,KS,0
8S-8C,2H,1
4C-4S,9D,0
5S-5C,5H,0
AS-AH,9C,1
5C-5S,7C,0
5H-5D,3H,0
2H-2S,2D,1
5D-5H,6C,0
KD-KH,AC,0
6D-6H,4C,1
AS-AH,AD,1
3D-3S,2H,1
3D-3C,2H,1
AS-AH,3C,1
8D-8C,AC,1
AH-AC,8S,1
AD-AH,4S,1
9D-9H,7D,0
JS-JH,3S,0
8S-8D,JH,1
JH-JC,6C,0
5S-5H,10C,0
2D-2H,5D,1
3D-3H,QD,0
3S-3H,2H,1
10D-10S,KS,0
3C-3D,KC,0
2S-2D,8D,0
KH-KS,KC,0
4C-4S,8S,0
6D-6C,QS,0
2H-2S,JH,0
3C-3D,6C,1
5S-5D,5H,0
AC-AH,7C,1
6C-6D,JC,0
10S-10C,2C,0
4D-4H,3C,0
5H-5D,6S,0
6D-6C,JD,0
7S-7H,KH,0
10D-10C,8S,0
KD-KH,5C,0
QH-QC,4S,0
7S-7H,8H,0
AH-AS,JH,1
9C-9S,6H,1
10S-10D,8D,0
KS-KH,4C,0
10C-10H,2S,0
4D-4S,8S,0
4S-4C,2H,0
QH-QC,2H,0
7C-7S,10D,0
JD-JH,4H,0
6D-6H,8H,0
AH-AD,7D,1
3C-3D,2D,1
9S-9D,6D,1
9C-9H,JD,0
AS-AD,10S,1
9C-9S,QD,0
AC-AS,4S,1
9C-9S,3D,1
KH-KD,10H,0
9S-9H,AS,0
7H-7C,4D,1
JD-JH,4S,0
2C-2H,JH,0
AH-AD,JH,1
AH-AD,AC,1
AD-AC,6H,1
2C-2S,KS,0
KH-KS,5H,0
7C-7S,KH,0
8C-8H,2H,1
KD-KH,AH,0
7C-7D,2S,1
2S-2C,JS,0
7H-7D,9C,0
AC-AH,7H,1
4C-4H,KC,0
10S-10D,10C,0
AC-AS,JH,1
9H-9C,9S,1
QS-QC,10C,0
5D-5C,QS,0
2H-2D,10C,0
QD-QH,AC,0
7S-7D,JD,0
JS-JD,6S,0
10S-10C,4C,0
8S-8D,6H,1
6H-6C,6S,1
5D-5S,5C,0
8S-8C,JS,1
2D-2C,7S,1
10D-10C,2C,0
AS-AD,JS,1
3S-3H,QD,0
7C-7H,6H,1
10H-10D,8S,0
7H-7C,8C,0
5S-5D,4S,0
7D-7H,6S,1
10D-10H,4S,0
8H-8S,5S,1
4H-4C,6C,1
JS-JD,JH,0
7S-7D,8C,0
7H-7C,6D,1
7H-7D,6D,1
3C-3H,8H,0
QH-QC,8D,0
9C-9S,2C,1
3C-3D,7H,1
9S-9D,8H,1
JC-JD,7C,0
QC-QS,4H,0
AD-AS,KC,1
10H-10S,JS,0
7S-7C,8H,0
4C-4D,9C,0
10H-10C,5D,0
3S-3D,3C,1
2H-2S,4S,1
KD-KS,6D,0
QC-QS,QH,0
JS-JH,8H,0
QD-QS,6S,0
JS-JD,KC,0
6S-6C,3C,1
4D-4C,KS,0
5C-5D,AC,0
8D-8C,9S,1
8C-8S,9S,1
5C-5H,5S,0
QS-QC,5D,0
6D-6S,4C,1
6D-6H,4C,1
JD-JS,8D,0
KH-KS,2H,0
QS-QC,2H,0
KS-KH,5C,0
3S-3H,10S,0
AH-AS,2D,1
6C-6D,KH,0
2D-2S,9C,0
7H-7S,JC,0
AD-AH,2H,1
KC-KD,7H,0
7H-7S,10S,0
AH-AS,QC,1
2C-2S,4C,1
KH-KC,AD,0
KH-KC,KS,0
9C-9S,AH,0
5D-5C,QC,0
2S-2H,5C,1
9H-9S,7S,0
8H-8S,5H,1
3C-3D,7H,1
3D-3H,7H,1
6D-6S,3S,1
8H-8D,8S,1
JD-JC,4C,0
6D-6S,5S,1
6S-6C,5S,1
5H-5D,4C,0
8C-8D,KC,1
8C-8S,KC,1
9D-9S,JD,0
6D-6H,5C,1
AC-AD,AH,1
AD-AH,5D,1
5H-5D,9D,0
KH-KS,4H,0
QC-QS,2S,0
8H-8D,9D,1
5D-5S,3D,0
JS-JH,9C,0
7S-7D,6S,1
AH-AS,3C,1
7S-7D,8H,0
KD-KC,6C,0
6S-6C,8S,0
9S-9H,5D,1
9H-9D,5D,1
QH-QD,8C,0
10S-10C,10H,0
5H-5C,4H,0
5H-5S,10C,0
2S-2D,5H,1
4H-4D,KD,0
QC-QH,AC,0
3D-3S,QS,0
10C-10S,9D,0
4D-4H,3H,0
AC-AH,10D,1
7D-7C,10C,0
3C-3D,JS,0
5C-5S,7D,0
JC-JD,JS,0
7C-7D,AC,0
10S-10D,3S,0
2H-2S,6C,1
8S-8D,7C,1
QD-QH,3H,0
3C-3H,AS,0
JD-JH,2C,0
KD-KH,9C,0
3C-3H,QH,0
5H-5D,10C,0
10S-10D,6D,0
4H-4S,3D,0
2D-2S,9H,0
AH-AS,9S,1
AC-AS,7C,1
9C-9S,9D,1
2S-2C,4D,1
9C-9D,10H,0
AS-AC,2S,1
4D-4H,AD,0
6S-6H,5D,1
5C-5H,8D,0
10C-10S,2H,0
AH-AC,9D,1
6D-6H,JS,0
JD-JH,3C,0
3D-3S,10S,0
QC-QH,JD,0
QC-QH,9D,0
10D-10S,8C,0
QD-QS,AS,0
4D-4C,5C,1
4D-4C,9C,0
KH-KS,2D,0
4H-4D,6H,1
JC-JS,8S,0
5H-5C,4C,0
8D-8H,10D,1
8C-8H,10C,1
JD-JH,KS,0
QD-QH,2S,0
9H-9D,6C,1
4H-4D,6C,1
10C-10D,8C,0
QC-QH,9C,0
7H-7C,10D,0
QS-QC,7C,0
7C-7D,10H,0
JC-JD,10D,0
5D-5S,10D,0
9C-9S,4D,1
8S-8H,2C,1
6C-6H,QC,0
AC-AD,QH,1
8D-8S,AH,1
10H-10D,QS,0
9C-9D,QS,0
JC-JS,3S,0
2C-2S,4S,1
8D-8S,4C,1
AD-AS,3C,1
8S-8D,7S,1
8D-8S,2H,1
KS-KC,8H,0
4S-4H,9S,0
2H-2S,3S,1
AC-AS,10D,1
9D-9C,10H,0
QH-QD,5H,0
5S-5D,9H,0
JD-JS,QC,0
2H-2S,7H,1
AH-AS,4H,1
KD-KH,JC,0
KH-KS,9H,0
JS-JH,8S,0
KC-KD,2H,0
10H-10S,KH,0
JH-JC,QC,0
JH-JD,2C,0
9S-9C,4H,1
5H-5S,7C,0
KC-KS,2D,0
7D-7C,KC,0
2S-2C,3S,1
7H-7S,4D,1
9S-9D,2D,1
8H-8C,KH,1
5S-5C,AC,0
3H-3D,KH,0
7D-7H,JS,0
JH-JD,10D,0
AH-AD,QS,1
7D-7H,6S,1
5C-5H,6C,0
QH-QC,2H,0
2D-2H,3H,1
9C-9S,9D,1
9C-9H,9D,1
4C-4D,JD,0
6C-6S,10C,0
AS-AD,9S,1
10H-10C,7C,0
QS-QH,9D,0
8H-8C,4D,1
8H-8S,4D,1
9S-9D,4C,1
9S-9C,4C,1
9C-9D,9H,1
QC-QD,7H,0
7H-7D,5H,1
4H-4D,9H,0
KD-KC,5C,0
7D-7C,2D,1
2H-2C,AS,0
JH-JC,AS,0
8D-8C,QH,1
5D-5S,4D,0
9D-9C,4S,1
KH-KD,4D,0
5C-5H,6S,0
2C-2S,5H,1
7D-7S,QH,0
3H-3S,4H,1
QC-QD,KH,0
6C-6D,AC,0
AS-AH,7C,1
KC-KD,AD,0
8C-8S,KD,1
AD-AS,5S,1
8S-8C,5S,1
8C-8H,5S,1
9S-9H,6S,1
9S-9D,6S,1
9S-9C,6S,1
JS-JD,QC,0
JS-JD,10D,0
9S-9D,2D,1
4C-4S,QS,0
QC-QD,6S,0
3C-3S,9H,0
2S-2D,8D,0
10H-10D,QS,0
JS-JD,JC,0
4D-4C,3H,0
10S-10H,8H,0
2H-2S,4D,1
QS-QC,9H,0
4H-4D,JD,0
6S-6C,9C,0
4C-4D,KD,0
5D-5C,6S,0
9S-9H,JC,0
6D-6H,7H,0
4S-4D,8H,0
4D-4H,3S,0
4H-4D,KS,0
6S-6H,3D,1
AD-AC,JD,1
8H-8S,6S,1
4H-4C,6S,1
4S-4C,AD,0
AD-AH,8C,1
9H-9D,10H,0
JC-JH,5C,0
2S-2C,9C,0
9C-9D,8S,1
5C-5S,10H,0
6H-6D,10S,0
2S-2H,4H,1
4S-4D,8H,0
10S-10H,10C,0
AC-AS,5C,1
9C-9H,QD,0
3C-3H,KD,0
2S-2D,AH,0
7D-7H,AD,0
4S-4H,2D,0
AC-AS,2H,1
5S-5H,KH,0
10C-10H,10S,0
9D-9S,10H,0
QS-QC,KS,0
10C-10S,6S,0
3D-3S,4D,1
QH-QS,5H,0
6D-6S,QH,0
AC-AS,10H,1
QC-QD,2S,0
KS-KC,3S,0
9H-9S,10D,0
5H-5S,7H,0
AC-AS,6D,1
4D-4H,8S,0
JC-JH,KH,0
3D-3S,7C,1
6D-6S,7S,0
JC-JD,8C,0
2H-2C,QC,0
9S-9H,2H,1
2C-2H,8C,0
KC-KD,AD,0
10S-10D,8S,0
5D-5C,4S,0
8H-8S,9D,1
8S-8D,9D,1
2S-2H,KC,0
9S-9H,10H,0
6H-6C,JS,0
10D-10S,6H,0
5H-5C,7C,0
QS-QC,7D,0
3D-3H,JC,0
7D-7H,2H,1
3S-3D,QD,0
2C-2D,KD,0
5S-5C,QD,0
JS-JH,6D,0
4D-4S,2S,0
5C-5H,AS,0
10C-10D,7D,0
AD-AH,QD,1
10D-10H,JD,0
9D-9C,KC,0
9C-9H,9S,1
QD-QC,9D,0
4H-4D,8S,0
5S-5C,QD,0
2D-2H,KD,0
7S-7H,KC,0
2C-2H,3C,1
QC-QS,7D,0
7D-7S,AC,0
AC-AH,7D,1
8S-8D,3C,1
8D-8S,4C,1
2D-2H,9D,0
3H-3S,6H,1
9C-9H,10S,0
10D-10C,AH,0
8C-8H,5D,1
9C-9S,JD,0
10H-10C,8C,0
10C-10H,6C,0
9D-9H,9C,1
KS-KH,5C,0
9C-9S,JS,0
JC-JD,8C,0
8D-8S,10D,1
KS-KD,8D,0
KD-KC,6D,0
9C-9D,QD,0
10C-10H,KC,0
6D-6S,10H,0
AD-AC,KD,1
KS-KH,9C,0
KC-KD,3H,0
AC-AD,3H,1
3C-3S,KC,0
QD-QH,2H,0
4C-4H,QC,0
5H-5D,7C,0
JH-JD,5D,0
JD-JH,9C,0
4D-4S,5S,1
AS-AD,KS,1
2S-2D,JC,0
9C-9H,7S,0
KS-KC,4D,0
5D-5H,KC,0
4C-4S,5H,1
6S-6C,4C,1
AC-AH,9H,1
10H-10S,QS,0
JC-JD,5D,0
AD-AC,7S,1
7H-7S,10D,0
9S-9H,AD,0
8C-8D,6S,1
6C-6H,JC,0
JC-JH,AD,0
8S-8H,KS,1
3C-3H,4S,1
JH-JC,KS,0
5C-5S,JD,0
6D-6H,4H,1
JH-JC,4H,0
3H-3C,8S,0
6D-6C,4H,1
KD-KH,QS,0
QH-QS,3C,0
AC-AD,3H,1
9C-9H,5H,1
9C-9S,5H,1
KH-KD,3S,0
JD-JS,QD,0
5C-5D,KH,0
QS-QC,5H,0
5C-5H,QC,0
AD-AS,8H,1
7C-7S,4C,1
2D-2S,3D,1
5C-5H,4D,0
2S-2C,10D,0
AS-AH,8H,1
8H-8D,7H,1
8D-8C,7H,1
JS-JD,2C,0
AH-AC,4D,1
2S-2H,6C,1
2C-2D,4H,1
JC-JH,AC,0
6C-6D,QS,0
4S-4D,8S,0
4D-4H,6H,1
QD-QC,2S,0
8S-8D,6C,1
KC-KH,10C,0
9S-9H,3C,1
6H-6D,6S,1
KH-KD,2H,0
6D-6C,KD,0
10D-10S,7C,0
7S-7C,9S,0
JS-JD,KC,0
6C-6D,5C,1
5H-5C,8C,0
9H-9S,6C,1
KC-KD,7H,0
5H-5C,7D,0
AS-AH,QH,1
9H-9C,2S,1
10C-10S,QS,0
AS-AD,8S,1
2S-2D,JC,0
7H-7D,9C,0
JH-JS,8S,0
6H-6C,KH,0
JH-JD,4S,0
JD-JH,2D,0
7S-7D,9C,0
KS-KC,7S,0
3S-3H,8S,0
4H-4S,JS,0
JH-JS,9D,0
4D-4S,6S,1
7C-7H,10C,0
AC-AD,9C,1
QH-QC,5H,0
4C-4D,KC,0
JC-JS,10S,0
AH-AS,4H,1
KD-KC,QD,0
AD-AS,9S,1
3D-3S,QH,0
2C-2D,KD,0
3D-3S,9S,0
3H-3C,6H,1
JD-JS,QH,0
7C-7D,10D,0
KS-KH,3C,0
AD-AS,AC,1
4H-4S,6H,1
AH-AD,QC,1
7S-7H,5H,1
7S-7C,KC,0
7C-7S,9D,0
10D-10S,KC,0
JC-JS,10D,0
5C-5D,6S,0
AD-AH,10H,1
JD-JS,AD,0
JH-JS,7S,0
4H-4C,JH,0
2H-2C,10D,0
5C-5S,JC,0
2C-2H,3S,1
9D-9H,4S,1
2S-2C,3H,1
3H-3D,10C,0
2D-2S,KS,0
10C-10D,4H,0
3D-3C,9D,0
KC-KS,JD,0
6C-6H,3D,1
QS-QD,AH,0
5C-5D,2D,0
JS-JC,2D,0
QD-QS,5D,0
4H-4S,6C,1
2H-2D,2C,1
8C-8D,3C,1
4S-4C,10C,0
AH-AC,QS,1
5D-5S,KH,0
JD-JC,3C,0
KD-KH,AD,0
4C-4S,QS,0
8H-8S,3S,1
3D-3S,10S,0
5H-5S,7C,0
9S-9D,4C,1
8C-8D,4S,1
2H-2S,6S,1
AD-AH,2S,1
2C-2D,10C,0
6C-6D,AS,0
7D-7H,2C,1
10S-10D,7C,0
2D-2H,KD,0
10H-10S,KC,0
4D-4C,3S,0
2D-2S,10H,0
KH-KS,JD,0
JC-JS,QC,0
AS-AC,4H,1
3H-3S,10D,0
JC-JD,KH,0
7H-7D,6S,1
QS-QC,2D,0
KD-KS,2H,0
3H-3D,QS,0
3C-3D,7S,1
10D-10S,KS,0
AC-AD,10H,1
6S-6H,QC,0
5S-5C,8D,0
9C-9H,8C,1
KH-KS,QS,0
7C-7H,10S,0
AH-AS,10H,1
AC-AS,9C,1
JH-JD,2C,0
10D-10S,3C,0
8H-8D,10S,1
JD-JS,KD,0
QC-QS,9S,0
2C-2D,5H,1
JC-JH,8H,0
AS-AD,5D,1
5C-5S,7D,0
8C-8S,7D,1
6H-6S,10S,0
7C-7H,9H,0
6D-6C,KC,0
QS-QC,KC,0
8D-8H,4D,1
6D-6C,AS,0
9H-9D,KD,0
5C-5D,2H,0
3D-3H,2D,1
QC-QS,9D,0
5H-5D,8H,0
JC-JS,6S,0
7H-7C,6H,1
KH-KS,5C,0
QC-QS,KC,0
5D-5C,JS,0
7H-7C,AD,0
3S-3D,4D,1
3D-3H,4D,1
KH-KD,8H,0
AC-AH,9D,1
KD-KS,5S,0
4C-4D,5S,1
3D-3C,KC,0
6S-6C,10S,0
4C-4S,5S,1
8H-8C,7D,1
QS-QH,2S,0
10S-10H,9S,0
6H-6D,AS,0
6C-6D,JC,0
JS-JH,6D,0
7H-7D,4S,1
KD-KC,8D,0
JH-JC,8S,0
JS-JD,4S,0
8D-8C,AS,1
AS-AC,9D,1
AC-AH,4S,1
9D-9S,2S,1
9S-9C,2S,1
4C-4H,10C,0
QD-QC,JD,0
9S-9C,8D,1
9H-9D,AC,0
JH-JD,8C,0
8S-8C,QD,1
3H-3D,AS,0
5H-5C,7H,0
KS-KH,8D,0
8H-8C,4S,1
9D-9H,KH,0
8D-8C,4C,1
QH-QC,7C,0
10H-10D,5D,0
7D-7H,4D,1
7D-7C,4D,1
JH-JS,3H,0
3H-3C,9C,0
9D-9C,3H,1
AC-AH,4H,1
3D-3H,5C,1
QD-QH,7H,0
6C-6H,AD,0
3H-3S,5H,1
QS-QD,2H,0
AH-AS,7S,1
2D-2S,KS,0
8D-8S,2H,1
10C-10H,QH,0
KD-KS,9H,0
8D-8C,KC,1
10D-10C,4S,0
KS-KC,7H,0
10C-10H,3H,0
JH-JS,7D,0
QH-QC,JH,0
9C-9S,5S,1
8S-8H,7S,1
4S-4C,2D,0
6H-6S,10D,0
8S-8C,4C,1
8C-8D,4C,1
2C-2D,7H,1
KC-KD,3D,0
2C-2S,QH,0
6D-6C,4C,1
6D-6S,4C,1
6S-6H,3C,1
7H-7S,3S,1
9D-9S,JH,0
4S-4C,6S,1
4C-4D,6S,1
QH-QC,7C,0
9S-9H,5H,1
KH-KC,6D,0
9D-9H,3S,1
KH-KC,5D,0
AC-AD,KC,1
4S-4H,AD,0
7C-7D,JD,0
2C-2S,6H,1
8H-8D,7S,1
AS-AH,4H,1
6C-6S,7D,0
4D-4S,5H,1
4S-4C,5H,1
3D-3H,9H,0
5C-5D,6C,0
7D-7C,QD,0
KH-KD,8C,0
6H-6S,2C,1
QC-QH,2H,0
2S-2D,5D,1
8C-8S,7S,1
3D-3C,KH,0
3C-3S,JD,0
AS-AC,KH,1
JH-JD,QD,0
2S-2D,AH,0
AS-AH,QC,1
4C-4H,QH,0
3C-3D,4D,1
AH-AC,7D,1
7D-7H,7S,1
9H-9S,9C,1
4D-4C,8C,0
JH-JD,5C,0
AS-AC,AD,1
AS-AD,2S,1
10H-10C,KS,0
2H-2D,QH,0
10S-10H,2D,0
4H-4C,8S,0
QH-QD,9C,0
8S-8C,7S,1
4H-4D,10D,0
2H-2D,4S,1
2H-2S,4S,1
6H-6C,5S,1
5H-5C,JH,0
3S-3C,9S,0
AD-AS,7S,1
5C-5H,2S,0
2D-2C,10C,0
8H-8S,JC,1
2H-2S,AH,0
AD-AS,8H,1
JH-JC,9S,0
JH-JS,5D,0
6D-6S,9C,0
AD-AH,10S,1
4S-4D,5D,1
KD-KS,4H,0
8H-8D,JH,1
AC-AD,10C,1
7S-7H,QH,0
JS-JC,3H,0
JC-JD,4S,0
8S-8H,3C,1
4D-4H,JS,0
KD-KC,10H,0
6H-6C,QH,0
3S-3D,9H,0
7H-7S,JC,0
KC-KD,10H,0
2C-2H,QD,0
JD-JH,3H,0
2D-2S,5C,1
KH-KD,10D,0
7D-7H,JD,0
KC-KH,5S,0
8H-8D,KS,1
KC-KS,QH,0
3C-3D,2H,1
6C-6D,3D,1
5H-5D,KH,0
8S-8H,8D,1
8H-8C,8D,1
AH-AD,6C,1
8C-8H,5D,1
9C-9D,4C,1
AH-AD,5S,1
8S-8C,9C,1
4D-4H,QH,0
JH-JC,KC,0
4D-4C,KD,0
9S-9C,JS,0
2S-2H,JH,0
4H-4C,QD,0
JS-JH,3C,0
QD-QS,5D,0
8H-8C,3D,1
2D-2C,JC,0
AH-AC,6D,1
3S-3C,8S,0
10S-10C,7C,0
AH-AC,JC,1
2D-2C,10H,0
4D-4H,QH,0
6S-6C,7S,0
6H-6D,KH,0
9H-9D,6C,1
8S-8H,AS,1
KS-KH,10H,0
AH-AS,4D,1
KS-KC,9D,0
QH-QD,2S,0
2C-2S,QC,0
KD-KS,2S,0
QH-QC,KS,0
KH-KD,9C,0
4S-4H,2H,0
6S-6H,9C,0
7D-7C,8D,0
5D-5H,KH,0
KH-KC,5H,0
AD-AH,7H,1
KD-KS,7C,0
3D-3C,3S,1
5D-5S,JH,0
QH-QC,AH,0
2D-2H,8C,0
5H-5S,6H,0
4D-4C,3H,0
5S-5H,5C,0
QH-QD,2D,0
7H-7D,JS,0
5D-5C,8H,0
7S-7D,5S,1
2S-2D,6S,1
10C-10S,6H,0
KC-KH,3D,0
9C-9H,KD,0
10H-10C,2S,0
JC-JS,QH,0
3D-3S,7C,1
7C-7D,KC,0
AD-AH,6H,1
KH-KS,KD,0
KD-KC,3D,0
7S-7C,6C,1
4D-4H,2H,0
4C-4S,3H,0
10H-10C,7C,0
8S-8C,2D,1
10H-10D,10C,0
9S-9C,6H,1
KD-KS,6C,0
5C-5S,AS,0
AC-AD,JS,1
KH-KC,5C,0
6S-6H,2H,1
3C-3D,3S,1
8D-8S,5H,1
9S-9C,4C,1
7D-7C,JD,0
3H-3S,KS,0
9C-9H,3H,1
8S-8D,QD,1
5D-5C,3C,0
JD-JC,5S,0
4H-4C,6D,1
3H-3D,KS,0
3D-3C,4H,1
6H-6C,KH,0
KC-KD,JS,0
3D-3C,2S,1
AH-AC,7D,1
8D-8H,6C,1
AH-AC,6D,1
2C-2D,7S,1
4S-4D,9S,0
2S-2D,KS,0
5C-5S,6D,0
KH-KS,9D,0
JS-JD,JH,0
JD-JC,KD,0
2S-2D,10H,0
9C-9H,JD,0
8C-8S,7D,1
4H-4D,2S,0
QH-QS,9C,0
QH-QC,5H,0
10D-10C,5C,0
QC-QS,10H,0
KC-KS,4S,0
4D-4H,2D,0
5S-5D,QC,0
10H-10D,7D,0
6D-6S,6C,1
AS-AD,KC,1
5H-5C,7D,0
3C-3H,4S,1
QC-QS,6S,0
8C-8D,AC,1
6H-6D,8S,0
AS-AH,4D,1
9S-9C,3D,1
JS-JD,9S,0
JD-JH,7S,0
KH-KD,QS,0
KC-KD,5D,0
AD-AS,8C,1
5D-5C,JC,0
3C-3H,QH,0
AD-AC,8H,1
2S-2D,3S,1
AD-AH,2H,1
6C-6D,9S,0
4C-4H,10S,0
AD-AH,8C,1
AS-AH,3H,1
4C-4D,KH,0
4D-4H,3H,0
6D-6C,8S,0
KC-KH,7H,0
2D-2C,AC,0
JD-JS,5D,0
10C-10H,5D,0
AH-AS,2S,1
10S-10C,JS,0
7H-7C,3S,1
4C-4D,4S,0
AC-AH,2S,1
6H-6S,10S,0
KS-KH,5C,0
5D-5H,4D,0
10D-10S,5H,0
2S-2C,7S,1
5S-5H,QC,0
AD-AC,3S,1
9D-9S,KH,0
KC-KH,AD,0
8S-8D,2C,1
4H-4D,7S,0
7C-7D,KD,0
5D-5C,AC,0
9H-9C,6C,1
2H-2C,8S,0
QH-QS,QD,0
9D-9H,6D,1
9H-9S,6D,1
6C-6H,5S,1
10S-10C,5H,0
7D-7C,5C,1
4S-4H,JD,0
KC-KH,7H,0
QS-QH,JH,0
6S-6C,7D,0
AS-AH,3C,1
7S-7D,2D,1
5D-5H,3C,0
10H-10S,10D,0
7D-7H,2D,1
2D-2H,3H,1
4D-4C,5C,1
8D-8S,4C,1
3C-3D,10C,0
9D-9H,4C,1
3C-3S,9H,0
10C-10D,9C,0
JS-JH,2C,0
KS-KH,5H,0
3S-3H,7D,1
JC-JD,8S,0
KC-KD,JD,0
5H-5D,8S,0
9D-9C,2D,1
AH-AD,4D,1
3D-3S,9C,0
KD-KC,7D,0
AS-AC,8D,1
3C-3D,4S,1
QC-QD,8D,0
3C-3S,2C,1
3D-3C,10S,0
10S-10C,JS,0
7D-7C,9C,0
JC-JH,7S,0
JC-JS,8H,0
QD-QH,2C,0
10D-10S,AC,0
7S-7C,2S,1
6H-6S,5D,1
5D-5H,5S,0
AS-AD,5S,1
2D-2H,3D,1
10D-10S,3D,0
7C-7H,10C,0
2D-2S,8S,0
KC-KH,8H,0
AS-AC,5S,1
KS-KC,QC,0
2S-2C,5H,1
7C-7H,3S,1
10H-10D,3S,0
4S-4H,2C,0
QH-QC,JC,0
QC-QS,3D,0
3C-3D,6H,1
3D-3S,6H,1
7C-7H,8D,0
7H-7C,KD,0
4D-4H,QH,0
KS-KD,10C,0
10S-10C,10D,0
10D-10H,KC,0
9D-9H,QC,0
AD-AC,8D,1
AH-AD,7D,1
9S-9D,5H,1
10D-10S,10H,0
10C-10D,2H,0
4H-4C,7S,0
AH-AD,6H,1
6H-6C,10D,0
8H-8S,2D,1
KC-KH,8S,0
6H-6D,2H,1
3C-3S,6H,1
2D-2H,AD,0
4D-4C,9D,0
6S-6D,9S,0
4S-4H,6H,1
8D-8H,10H,1
2C-2S,KD,0
4H-4C,9H,0
10D-10H,JD,0
QH-QD,6C,0
8D-8S,KH,1
7S-7C,JH,0
4H-4D,10D,0
8S-8D,4H,1
8D-8C,4H,1
2S-2C,9H,0
AD-AH,6C,1
KH-KC,QH,0
7S-7D,3H,1
7H-7C,9C,0
6H-6S,QH,0
QS-QH,4C,0
10S-10H,2H,0
JH-JS,6S,0
AD-AS,8C,1
10S-10C,2H,0
4C-4S,10H,0
9H-9C,6D,1
3H-3S,JD,0
4D-4S,3C,0
QS-QC,4D,0
JS-JH,4S,0
2D-2C,KD,0
7D-7S,3H,1
3S-3C,10S,0
5C-5D,4C,0
8H-8D,QC,1
5D-5S,8S,0
JH-JD,6S,0
7S-7H,QS,0
8H-8C,6D,1
2D-2C,QC,0
AH-AS,7C,1
2D-2S,8D,0
4C-4S,2D,0
7S-7D,KD,0
AS-AH,3H,1
QD-QS,7S,0
5H-5D,8H,0
4S-4C,6D,1
2D-2S,10C,0
AH-AD,QD,1
9D-9C,2H,1
9H-9S,10C,0
JS-JH,KC,0
10D-10S,3C,0
KH-KC,6D,0
10D-10C,3D,0
8D-8S,4C,1
2H-2D,10S,0
AH-AS,JC,1
JS-JH,10S,0
2D-2S,KH,0
10S-10C,10H,0
9C-9H,7S,0
8S-8C,8H,1
JD-JH,QS,0
QS-QC,9C,0
8C-8H,3H,1
JH-JD,7H,0
QD-QH,7S,0
5H-5D,10S,0
AC-AH,5C,1
4D-4H,2D,0
4S-4D,2D,0
7H-7S,AS,0
2S-2H,6S,1
4D-4C,10D,0
10C-10S,9S,0
3H-3D,3C,1
5H-5C,9S,0
QC-QH,7D,0
2C-2S,10D,0
3H-3S,QH,0
7H-7C,7D,1
10S-10C,3S,0
8S-8C,6C,1
5D-5S,KD,0
7D-7H,AC,0
6S-6D,2H,1
AD-AS,JS,1
KH-KD,QC,0
2C-2S,QH,0
JS-JH,2C,0
4C-4H,10C,0
4H-4S,QD,0
8S-8C,AS,1
8S-8D,AS,1
4S-4D,8H,0
3C-3H,JC,0
AD-AC,8H,1
2D-2S,QD,0
10H-10C,QC,0
10D-10C,AD,0
QC-QH,6H,0
7H-7C,7S,1
9H-9S,8C,1
9S-9C,8C,1
3H-3D,7C,1
9D-9H,8S,1
AD-AH,10D,1
2S-2C,5H,1
3D-3S,8C,0
6C-6D,KC,0
8D-8S,3H,1
8D-8H,10C,1
7D-7C,JS,0
KH-KS,AH,0
9C-9H,4H,1
AD-AH,3C,1
5H-5C,AD,0
JD-JH,9H,0
2H-2S,QD,0
JD-JC,10D,0
7H-7D,4D,1
9S-9C,KC,0
KD-KH,10H,0
KD-KH,7D,0
7C-7D,2S,1
QD-QC,6S,0
2H-2C,AH,0
9D-9C,6S,1
AH-AD,4C,1
8C-8S,2S,1
4D-4S,6S,1
8H-8D,8S,1
10C-10D,6D,0
2S-2D,2C,1
2S-2D,7H,1
7H-7C,2H,1
KH-KS,6C,0
KH-KS,10C,0
9H-9C,8C,1
8D-8C,6S,1
10H-10S,4D,0
4D-4H,3H,0
8D-8H,2D,1
AD-AH,3C,1
2C-2S,9D,0
JD-JS,9C,0
4C-4D,2S,0
JS-JC,4C,0
8C-8S,3C,1
9C-9S,JS,0
9H-9C,6D,1
8D-8H,KH,1
3H-3S,6D,1
5S-5H,8H,0
6D-6C,4C,1
JD-JH,9S,0
JH-JS,5H,0
3D-3H,4H,1
QS-QH,9H,0
9D-9S,6D,1
9D-9H,6D,1
4S-4D,4H,0
5C-5D,8S,0
2H-2C,KH,0
5D-5S,JS,0
QH-QC,QD,0
10S-10H,10C,0
5C-5H,KH,0
6D-6C,10S,0
